"ensembl","LFC_Oncogene","LFC_Replicative","LFC_DNAdamage","adj_p_Oncogene","adj_p_Replicative","adj_p_DNAdamage","sig_types","symbol","entrez","source","senescence_effect","organism"
"ENSG00000132432",-1.05419801190374,1.30861326856972,-0.868761113726464,0.00705391063457985,0.00133429455086982,0.0247043419857765,"Oncogene/Replicative","SEC61G","23480","RNAseq","Unknown","Human"
"ENSG00000132471",1.29391296769592,-0.0759298601317926,0.778603329848662,1.12477430046886e-06,0.769161412435304,0.000882899950745355,"Oncogene","WBP2","23558","RNAseq","Unknown","Human"
"ENSG00000132510",1.30341706325573,0.55743838368412,0.987979566657266,1.94311158375843e-05,0.0627371581426425,0.000402278911836048,"Oncogene","KDM6B","23135","CSgene/RNAseq","Unknown","Human"
"ENSG00000132535",1.63458804357496,-0.252460620776725,0.889866261040855,1.51646506152813e-08,0.253588228405215,0.000136175337369763,"Oncogene","DLG4","1742","RNAseq","Unknown","Human"
"ENSG00000132561",-3.22736872483064,0.0823184709738327,-0.43655886265342,1.4979798700569e-07,0.881552273403405,0.374142528403826,"Oncogene","MATN2","4147","RNAseq","Unknown","Human"
"ENSG00000132640",-1.34330150827746,1.33802041898302,-0.549552071960015,0.000169351988955038,0.000204903284257048,0.0976397417711794,"Oncogene/Replicative","BTBD3","22903","RNAseq","Unknown","Human"
"ENSG00000132846",-1.87517994294573,-0.656428332726006,0.052776731461866,0.000372948458664113,0.129141588460837,0.909071478952271,"Oncogene","ZBED3","84327","RNAseq","Unknown","Human"
"ENSG00000132849",-1.37085569141428,-0.368553449355795,0.0466090240773081,9.84799483004195e-06,0.113447927353621,0.853286562471816,"Oncogene","PATJ","10207","RNAseq","Unknown","Human"
"ENSG00000132967",-1.26396601091773,-0.816670067318137,-1.5632140865254,5.64201376505874e-07,0.000169043633618274,7.49692482483234e-08,"Oncogene/DNA-damage","HMGB1P5","10354","RNAseq","Unknown","Human"
"ENSG00000133026",-1.62939947690512,-0.591410455759384,-0.883606953924612,5.60340350350821e-10,0.00187921386102826,1.54867592786638e-05,"Oncogene","MYH10","4628","RNAseq","Unknown","Human"
"ENSG00000133107",-2.59142715175803,0.13889111491126,0.00256492174221012,4.65159694276135e-06,0.78594718946752,0.996288710168811,"Oncogene","TRPC4","7223","RNAseq","Unknown","Human"
"ENSG00000133119",-2.79808246018414,-0.219870822446029,-2.25119011899552,6.27130889426646e-09,0.54983210139273,3.58949107248597e-07,"Oncogene/DNA-damage","RFC3","5983","RNAseq","Unknown","Human"
"ENSG00000133142",-1.23357724750449,1.53493638947324,-0.810617384524996,0.000324834110026688,3.2777884024064e-05,0.0151981935493758,"Oncogene/Replicative","TCEAL4","79921","RNAseq","Unknown","Human"
"ENSG00000133216",1.00915076367386,-0.292107388885685,0.0615709637397027,0.000365062868569462,0.289248807338655,0.838777011476034,"Oncogene","EPHB2","2048","RNAseq","Unknown","Human"
"ENSG00000133275",1.42129093116425,-1.22132638635365,0.712011849073449,0.000107716179804756,0.00119731167170946,0.0323048241649069,"Oncogene/Replicative","CSNK1G2","1455","RNAseq","Unknown","Human"
"ENSG00000133302",-1.42273498379542,-0.0441726076681657,-0.941094734531535,1.02518976035777e-06,0.875212764494002,0.000324506745508618,"Oncogene","SLF1","84250","RNAseq","Unknown","Human"
"ENSG00000133612",1.17408774012182,-0.458531254553996,0.33826059367945,5.9216539081245e-07,0.0239832451722287,0.0705939316788413,"Oncogene","AGAP3","116988","RNAseq","Unknown","Human"
"ENSG00000133639",1.20542957481824,-0.734207384067577,1.23900491863119,1.35236185722353e-05,0.00386505598395395,1.17722517567376e-05,"Oncogene/DNA-damage","BTG1","694","RNAseq","Unknown","Human"
"ENSG00000133739",-2.80037427556818,-0.768405448839297,-0.887834209462877,2.33272525493961e-09,0.0119960225440743,0.00416660732769269,"Oncogene","LRRCC1","85444","RNAseq","Unknown","Human"
"ENSG00000133740",-1.05075049181856,0.57308280930724,-0.322015263399553,4.64880559322107e-05,0.0146958923771339,0.165297737505084,"Oncogene","E2F5","1875","RNAseq","Unknown","Human"
"ENSG00000133805",2.33974378520082,0.529517675092615,1.64657830549622,1.53474519790842e-08,0.0826883376970292,5.2446669046988e-06,"Oncogene/DNA-damage","AMPD3","272","RNAseq","Unknown","Human"
"ENSG00000133812",-1.00640313555692,0.470029292625085,-0.395587913376744,4.9214362688428e-06,0.0152653186623637,0.040121351057873,"Oncogene","SBF2","81846","RNAseq","Unknown","Human"
"ENSG00000133818",-2.26904231733058,1.48236064129685,-0.704486890797815,1.25780552682663e-07,7.29510985426125e-05,0.034313836371611,"Oncogene/Replicative","RRAS2","22800","RNAseq","Unknown","Human"
"ENSG00000133961",1.65183750970327,-0.544439734008738,1.02574728872982,8.9469789256782e-08,0.0287225139278307,0.000100168961968991,"Oncogene/DNA-damage","NUMB","8650","InnateDB/RNAseq","Unknown","Human"
"ENSG00000134057",-3.26003632628199,-0.150007392062417,-3.07269629428461,2.20747011801421e-09,0.718984917219314,9.5153603803974e-09,"Oncogene/DNA-damage","CCNB1","891","RNAseq","Unknown","Human"
"ENSG00000134070",2.66196534436052,-0.382960633640684,1.54729156723114,3.70508769804385e-07,0.376104947060196,0.000498539095960891,"Oncogene/DNA-damage","IRAK2","3656","InnateDB/RNAseq","Unknown","Human"
"ENSG00000134107",1.74950370192269,0.0174866811491072,0.287973189129918,1.8423761064995e-08,0.954194013336903,0.214261585691145,"Oncogene","BHLHE40","8553","CellAge/RNAseq","Induces","Human"
"ENSG00000134109",1.38758323659211,-0.237621940617348,0.335480258257387,4.17803480759366e-09,0.171803508733114,0.0437975985889351,"Oncogene","EDEM1","9695","RNAseq","Unknown","Human"
"ENSG00000134184",-1.78933953813381,0.742581918616277,0.0539635217223692,1.26115063349105e-05,0.0293163605965636,0.906952444936125,"Oncogene","GSTM1","2944","RNAseq","Unknown","Human"
"ENSG00000134198",-2.30113332755294,-1.39553896720116,0.129200648437164,0.0142277726517835,0.0207384903438945,0.839081691987927,"Oncogene/Replicative","TSPAN2","10100","RNAseq","Unknown","Human"
"ENSG00000134201",-1.32030133171024,-0.256407274962324,-0.438930290873789,0.000357032949087338,0.511546975747702,0.231484839611461,"Oncogene","GSTM5","2949","RNAseq","Unknown","Human"
"ENSG00000134222",-1.34130874691113,-1.4434741298347,-1.73340921676248,5.49368639887701e-05,3.49069666200557e-05,2.6054957740767e-06,"Oncogene/Replicative/DNA-damage","PSRC1","84722","RNAseq","Unknown","Human"
"ENSG00000134243",-1.67052970316056,0.846070900270982,-0.404764059251869,2.54246291350377e-06,0.00601639274136307,0.172453091939905,"Oncogene","SORT1","6272","RNAseq","Unknown","Human"
"ENSG00000134259",-2.92403786072693,0.852154422442635,-1.1518173481427,0.000328290796073895,0.241087661256608,0.104087126571074,"Oncogene","NGF","4803","Ageing atlas/RNAseq","Unknown","Human"
"ENSG00000134291",-2.11996320411144,0.56925803240088,-1.00815922292261,1.8924806478666e-08,0.0390757816604341,0.000752500073108252,"Oncogene/DNA-damage","TMEM106C","79022","RNAseq","Unknown","Human"
"ENSG00000134363",-3.08979251425849,-0.791337013341397,-0.229144607765264,6.39227145424973e-09,0.0345214421072874,0.565199136621529,"Oncogene","FST","10468","RNAseq","Unknown","Human"
"ENSG00000134463",-1.14851899898968,-0.612078128903921,-0.729011535582459,0.00140284609679312,0.0722038241288942,0.026400997374676,"Oncogene","ECHDC3","79746","RNAseq","Unknown","Human"
"ENSG00000134508",-1.41951763090082,0.430531991731554,0.133793045526846,7.49877439496193e-07,0.0731715577495257,0.603077220895746,"Oncogene","CABLES1","91768","RNAseq","Unknown","Human"
"ENSG00000134686",1.48201559755673,-0.438988714174261,0.306556816792026,8.58197080506969e-08,0.0442492080487013,0.149380530494054,"Oncogene","PHC2","1912","CSgene/RNAseq","Unknown","Human"
"ENSG00000134690",-3.51646163116451,-0.754996107735387,-3.27368246571712,3.54010367167445e-10,0.0401261085346557,2.03963499515416e-09,"Oncogene/DNA-damage","CDCA8","55143","RNAseq","Unknown","Human"
"ENSG00000134769",1.27704020544133,0.0383306449683145,0.791037804550879,0.00208465313546911,0.937752959689729,0.0512304507957605,"Oncogene","DTNA","1837","RNAseq","Unknown","Human"
"ENSG00000134779",-1.09091568522813,0.438574839838717,-0.732547604694944,8.07706141714401e-08,0.00886465392754103,5.00484566282981e-05,"Oncogene","TPGS2","25941","RNAseq","Unknown","Human"
"ENSG00000134802",1.41974431406925,-1.82850395346241,-0.369605876515523,0.00613201855347691,0.00097022107229829,0.487782577880469,"Oncogene/Replicative","SLC43A3","29015","RNAseq","Unknown","Human"
"ENSG00000134955",1.49679851695068,-0.717796017973024,0.154272073768457,0.000779674216845223,0.0978235480321472,0.739527587149315,"Oncogene","SLC37A2","219855","RNAseq","Unknown","Human"
"ENSG00000134986",-2.12168100742864,0.540356420425769,-1.92674984148552,8.88528385509433e-06,0.195010644000886,3.65017383052417e-05,"Oncogene/DNA-damage","NREP","9315","RNAseq","Unknown","Human"
"ENSG00000135046",-2.29106451242836,2.07003889050512,-0.595350956721236,1.71838903187523e-05,6.74995912602161e-05,0.203109236025615,"Oncogene/Replicative","ANXA1","301","InnateDB/RNAseq","Unknown","Human"
"ENSG00000135047",1.64260992603023,-0.569414427801524,0.766652135931604,1.58198411700461e-08,0.0104677969318204,0.000782661149485199,"Oncogene","CTSL1","1514","InnateDB/RNAseq","Unknown","Human"
"ENSG00000135069",-2.40200422864679,0.309344666672463,-0.798872920564803,1.0494582242735e-05,0.534597851992525,0.0891010513943068,"Oncogene","PSAT1","29968","Ageing atlas/RNAseq","Unknown","Human"
"ENSG00000135074",1.74905826185449,-0.748929810851632,0.543383391826816,0.000237036345785771,0.0878718877619207,0.223610325009233,"Oncogene","ADAM19","8728","RNAseq","Unknown","Human"
"ENSG00000135111",1.07157388512176,-0.657845453141878,0.395638175743987,8.55097584104859e-05,0.00999041803993973,0.105916711010877,"Oncogene","TBX3","6926","CSgene/RNAseq","Unknown","Human"
"ENSG00000135211",-1.14370426276267,0.834837139671529,-0.348377510947378,4.30624280608577e-05,0.00188164274945499,0.181264312988085,"Oncogene","TMEM60","85025","RNAseq","Unknown","Human"
"ENSG00000135269",-1.52946123080911,0.196430763948302,-0.193529870917707,3.78879221717384e-07,0.425721674957186,0.432224071913746,"Oncogene","TES","26136","RNAseq","Unknown","Human"
"ENSG00000135373",6.32272942023697,1.95273493030254,4.30812576198606,2.04462048744429e-07,0.0289578094870351,3.63160193678275e-05,"Oncogene/Replicative/DNA-damage","EHF","26298","CellAge/CSgene/RNAseq","Induces","Human"
"ENSG00000135451",-4.20894471216416,-0.610596416857862,-3.40045747072496,1.99734999404865e-09,0.202452552939323,1.02587500122892e-07,"Oncogene/DNA-damage","TROAP","10024","RNAseq","Unknown","Human"
"ENSG00000135454",-1.43826766682531,0.296279235292249,0.00509274247241511,7.89775992000312e-05,0.42179560588421,0.989517857941856,"Oncogene","B4GALNT1","2583","RNAseq","Unknown","Human"
"ENSG00000135476",-1.62962404533774,-1.21058207238425,-1.30675330777417,2.28430710196662e-06,0.000262058674970246,9.10506097300545e-05,"Oncogene/Replicative/DNA-damage","ESPL1","9700","RNAseq","Unknown","Human"
"ENSG00000135480",-2.17250595086156,0.264932353971032,0.730748617948728,0.000440425857123282,0.700612517704903,0.180151477653176,"Oncogene","KRT7","3855","RNAseq","Unknown","Human"
"ENSG00000135502",-1.20328114066698,-0.157781856575658,-0.212847619393055,0.00132702282794936,0.729276021677216,0.550220190401448,"Oncogene","SLC26A10","65012","RNAseq","Unknown","Human"
"ENSG00000135643",1.59593767414542,0.883674349932532,1.34692010984803,0.00840465154214023,0.122032195437185,0.0151365595526778,"Oncogene/DNA-damage","KCNMB4","27345","RNAseq","Unknown","Human"
"ENSG00000135776",-1.63428166587061,0.418470674408411,-0.856938146635972,2.36991602178344e-08,0.0534335243652578,0.000328294959089129,"Oncogene","ABCB10","23456","RNAseq","Unknown","Human"
"ENSG00000135835",-1.05543269365206,-0.149797789197209,0.0406741857863696,2.06114707993484e-08,0.32074470265625,0.784110454266111,"Oncogene","KIAA1614","57710","RNAseq","Unknown","Human"
"ENSG00000135842",-1.69627194656819,-0.152467026355891,-0.939323118750994,8.47286411173597e-06,0.667809596816034,0.00499552463452579,"Oncogene","NIBAN1","116496","RNAseq","Unknown","Human"
"ENSG00000135951",2.19862741414704,0.999707610559831,1.33685529613382,5.16136957901801e-08,0.000803077356825745,2.09995561701627e-05,"Oncogene/DNA-damage","TSGA10","80705","RNAseq","Unknown","Human"
"ENSG00000136010",-1.8154247167622,1.04285212420754,-1.45282513986312,0.00405269181116002,0.0936669529683014,0.0191009382322258,"Oncogene/DNA-damage","ALDH1L2","160428","RNAseq","Unknown","Human"
"ENSG00000136040",-1.37293981357854,-0.669853089257459,0.37165595013445,0.0128630298193124,0.224111909643697,0.469641966500205,"Oncogene","PLXNC1","10154","RNAseq","Unknown","Human"
"ENSG00000136104",-1.06120649286808,-0.242343940473791,-0.594584619115867,9.34688719940523e-10,0.0404185627123379,8.93520242970317e-06,"Oncogene","RNASEH2B","79621","RNAseq","Unknown","Human"
"ENSG00000136108",-1.93356117192435,-0.0697228218463925,-1.40136308401776,3.64206600819013e-09,0.789535475228411,1.50524924120405e-06,"Oncogene/DNA-damage","CKAP2","26586","RNAseq","Unknown","Human"
"ENSG00000136122",-1.48893600756932,-0.486122956816306,-1.29788261632267,5.03709123816141e-08,0.0211997123997541,6.5010747868387e-07,"Oncogene/DNA-damage","BORA","79866","RNAseq","Unknown","Human"
"ENSG00000136153",-2.233194741111,0.632200664757443,-1.14251977235198,1.24929661072252e-06,0.0932712389955788,0.00359482037557537,"Oncogene/DNA-damage","LMO7","4008","RNAseq","Unknown","Human"
"ENSG00000136158",2.18022608025644,0.0415865778406711,0.921767170131341,7.52742526259149e-09,0.898658921737801,0.00121038748446139,"Oncogene","SPRY2","10253","RNAseq","Unknown","Human"
"ENSG00000136235",3.06213218324332,-0.0363836221909677,1.05706315655165,0.000188972320014061,0.969974108924853,0.122934833659099,"Oncogene","GPNMB","10457","RNAseq","Unknown","Human"
"ENSG00000136244",2.17744621485809,1.67614106807669,1.74819281661409,0.00642788729325808,0.0335282377991147,0.0270349172909201,"Oncogene/Replicative/DNA-damage","IL6","3569","Ageing atlas/CSgene/InnateDB/RNAseq","Unknown","Human"
"ENSG00000136274",-1.09802865316568,0.0438003626744556,-0.842366366786154,0.00169684134562043,0.915642969265016,0.0116208768555383,"Oncogene","NACAD","23148","RNAseq","Unknown","Human"
"ENSG00000136367",1.00585540077627,1.28278205752944,1.17747614195485,0.00772641494307008,0.00177389830113211,0.00258250997284755,"Oncogene/Replicative/DNA-damage","ZFHX2","85446","RNAseq","Unknown","Human"
"ENSG00000136492",-3.91516148748784,-0.0276747087409232,-2.25684998663727,7.24370251389481e-11,0.947794459053176,5.81780357739063e-07,"Oncogene/DNA-damage","BRIP1","83990","RNAseq","Unknown","Human"
"ENSG00000136542",-2.68647043897789,3.03697416824461,-0.378310445960313,0.000209993229393589,5.66318320876564e-05,0.59015327267013,"Oncogene/Replicative","GALNT5","11227","RNAseq","Unknown","Human"
"ENSG00000136603",1.01886044856237,-0.340432841403777,0.435428284529945,5.99407790391876e-05,0.142143978785375,0.06672467533582,"Oncogene","SKIL","6498","CSgene/RNAseq","Unknown","Human"
"ENSG00000136720",-1.46978199164379,-0.183844692973033,-0.247820905386872,2.75958125605467e-08,0.391590716316712,0.229384795706511,"Oncogene","HS6ST1","9394","RNAseq","Unknown","Human"
"ENSG00000136783",-1.48487236299623,1.03710438522639,-0.637998194783494,1.37256058823134e-05,0.00107443429686007,0.032309128777494,"Oncogene/Replicative","NIPSNAP3A","25934","RNAseq","Unknown","Human"
"ENSG00000136802",1.00076980008249,-0.592220739295565,0.438742146556646,6.28493925115121e-05,0.0119565554343885,0.0488350966695393,"Oncogene","LRRC8A","56262","RNAseq","Unknown","Human"
"ENSG00000136810",-1.15964643955976,1.14084441609731,-0.478934763816012,0.000212423914299013,0.000311726357479772,0.0973526882382598,"Oncogene/Replicative","TXN","7295","CellAge/Ageing atlas/CSgene/RNAseq","Inhibits","Human"
"ENSG00000136824",-1.14617325512438,-0.44600986699579,-1.16839685933544,3.97824823082822e-07,0.01259585300628,4.13402401996409e-07,"Oncogene/DNA-damage","SMC2","10592","RNAseq","Unknown","Human"
"ENSG00000136826",-1.98218290948944,0.643521051131046,1.66860954199428,2.08490646554336e-05,0.104379858047706,0.000265520002436612,"Oncogene/DNA-damage","KLF4","9314","RNAseq","Unknown","Human"
"ENSG00000136840",1.09745846105391,-0.482787810926713,0.35960954443379,0.000104749575684648,0.0790199274101639,0.164445004760467,"Oncogene","ST6GALNAC4","27090","RNAseq","Unknown","Human"
"ENSG00000136867",1.21287905868387,0.470369814801538,0.682347420904276,2.42473093444926e-07,0.0136584179116137,0.000507446840151983,"Oncogene","SLC31A2","1318","RNAseq","Unknown","Human"
"ENSG00000136895",-1.51317110753099,0.743010544537529,0.44682596586243,0.00564304620576193,0.0348263708273517,0.205283320914638,"Oncogene","GARNL3","84253","RNAseq","Unknown","Human"
"ENSG00000136928",-1.3822602496652,1.20825646245471,-0.544407655641169,0.0157585440666503,0.0332459758895118,0.346294132575747,"Oncogene/Replicative","GABBR2","9568","RNAseq","Unknown","Human"
"ENSG00000136960",-3.15219526909567,-1.67001161579062,0.431700174105164,1.50608329124711e-06,0.00152463605695686,0.393805691353041,"Oncogene/Replicative","ENPP2","5168","RNAseq","Unknown","Human"
"ENSG00000136982",-2.56306784669986,-0.524696839550501,-1.86568600834026,9.02919278989643e-07,0.216817699649827,9.6793688638879e-05,"Oncogene/DNA-damage","DSCC1","79075","RNAseq","Unknown","Human"
"ENSG00000137070",-1.35805622636872,0.120409485421514,-0.0380019520193704,2.2744097158955e-06,0.642095721596882,0.890964141868918,"Oncogene","IL11RA","3590","RNAseq","Unknown","Human"
"ENSG00000137094",1.41627557818499,-1.18428495180277,0.640515890135483,2.18920963957362e-05,0.000366602763118838,0.0299041672474074,"Oncogene/Replicative","DNAJB5","25822","RNAseq","Unknown","Human"
"ENSG00000137310",-3.05469141626509,-0.608125549081979,-2.39178173618103,2.76772442321338e-10,0.0520631461901887,3.08661134553473e-08,"Oncogene/DNA-damage","TCF19","6941","RNAseq","Unknown","Human"
"ENSG00000137312",-1.17264982242067,-0.106192384360114,-0.0748647503331802,1.12456394221983e-08,0.537266459355232,0.654201290275107,"Oncogene","FLOT1","10211","RNAseq","Unknown","Human"
"ENSG00000137331",4.20705663265314,-1.32201196014431,1.33723449864335,2.52793455771136e-09,0.00703153773824729,0.00618883892513722,"Oncogene/Replicative/DNA-damage","IER3","8870","RNAseq","Unknown","Human"
"ENSG00000137404",-1.0966992077924,-1.1306281013942,-0.96607349428422,1.63441261752597e-06,4.06967979481003e-06,1.85445166772141e-05,"Oncogene/Replicative","NRM","11270","RNAseq","Unknown","Human"
"ENSG00000137463",-3.99610372652416,1.38746698615081,0.56268453146058,2.75958125605467e-08,0.00638899346638533,0.265184598826405,"Oncogene/Replicative","MGARP","84709","RNAseq","Unknown","Human"
"ENSG00000137486",2.42237716920179,-0.940669017730547,0.890113174635138,1.23678528034633e-05,0.05088887688428,0.0642061203142084,"Oncogene","ARRB1","408","RNAseq","Unknown","Human"
"ENSG00000137494",1.11117125554967,0.553314895894299,0.897095206244661,1.02863734450546e-09,0.000244436348947856,5.45903248108643e-08,"Oncogene","ANKRD42","338699","RNAseq","Unknown","Human"
"ENSG00000137501",-2.30277488256495,1.58822342044298,-0.592021976721233,3.03262893206602e-05,0.0017797518627067,0.222632243402505,"Oncogene/Replicative","SYTL2","54843","RNAseq","Unknown","Human"
"ENSG00000137507",1.99371749032237,-0.0159380268639979,0.791295648935235,0.0094783816438393,0.987544162395704,0.297295744272458,"Oncogene","LRRC32","2615","RNAseq","Unknown","Human"
"ENSG00000137563",-1.88323787295038,0.846004268507695,-1.32147264667968,9.16692828020134e-06,0.0213461601331773,0.000835353176121545,"Oncogene/DNA-damage","GGH","8836","RNAseq","Unknown","Human"
"ENSG00000137573",-1.53360234174312,-1.76029648403604,0.345896832403449,0.00815197284169828,0.00301713029280689,0.561125736177764,"Oncogene/Replicative","SULF1","23213","RNAseq","Unknown","Human"
"ENSG00000137642",-2.63081720355666,0.383579408038639,-0.36975231903941,1.00283054824709e-07,0.322914169800635,0.363643399558867,"Oncogene","SORL1","6653","RNAseq","Unknown","Human"
"ENSG00000137727",-3.52851722248146,1.54492952595296,-0.107926926760053,7.6577584971356e-09,0.000682776892898252,0.828126246194467,"Oncogene/Replicative","ARHGAP20","57569","RNAseq","Unknown","Human"
"ENSG00000137752",-1.31275161765466,1.44173306158315,-0.61995958399086,0.00345987548108008,0.0022967954623798,0.154555737684361,"Oncogene/Replicative","CASP1","834","InnateDB/RNAseq","Unknown","Human"
"ENSG00000137801",-1.79930157082638,0.836877659127382,-1.15460238153531,0.000341196164632627,0.0720167178522762,0.0143564864980754,"Oncogene/DNA-damage","THBS1","7057","InnateDB/RNAseq","Unknown","Human"
"ENSG00000137804",-4.495870690251,-0.361473488878047,-3.01909130975943,7.24370251389481e-11,0.382006911990321,5.83221645941169e-08,"Oncogene/DNA-damage","NUSAP1","51203","RNAseq","Unknown","Human"
"ENSG00000137807",-2.40275418126284,-1.38373791673546,-2.0721447288899,6.09877781330569e-10,6.80726061152255e-06,1.27068814565686e-08,"Oncogene/Replicative/DNA-damage","KIF23","9493","RNAseq","Unknown","Human"
"ENSG00000137809",1.62505610817316,-0.805884747787844,0.706325649384005,0.00340675291705204,0.143571022831603,0.191352575347679,"Oncogene","ITGA11","22801","RNAseq","Unknown","Human"
"ENSG00000137812",-4.56155789868586,-0.293517977716005,-3.17744927814872,1.43743326916049e-10,0.518137097500051,8.76495678843535e-08,"Oncogene/DNA-damage","KNL1","57082","RNAseq","Unknown","Human"
"ENSG00000137814",-1.07928278263334,0.581535418984391,-0.674211073760479,2.90082113269148e-06,0.00511321729455729,0.00131424464373707,"Oncogene","HAUS2","55142","RNAseq","Unknown","Human"
"ENSG00000137819",1.55049127943563,-1.23098300185556,0.799762496135005,0.000258896041000677,0.00258595123110614,0.040879502798866,"Oncogene/Replicative","PAQR5","54852","RNAseq","Unknown","Human"
"ENSG00000137825",2.10834976891629,1.18823039626385,0.493667715433544,0.00036050104685069,0.0520515010270684,0.352786597567469,"Oncogene","ITPKA","3706","RNAseq","Unknown","Human"
"ENSG00000137843",-2.94810985125541,-0.191020002795997,-1.63217195412295,0.00027389064025358,0.810095083970232,0.035265598783251,"Oncogene/DNA-damage","PAK6","56924","RNAseq","Unknown","Human"
"ENSG00000137941",-1.12878119641083,0.909319157317805,-0.0723189994455242,2.21775879876116e-05,0.00031857489612055,0.784062723040957,"Oncogene","TTLL7","79739","RNAseq","Unknown","Human"
"ENSG00000137962",-2.91742855318695,2.02550761606416,-0.376653229329688,1.94242825259569e-06,0.000233420414663241,0.476505474227735,"Oncogene/Replicative","ARHGAP29","9411","RNAseq","Unknown","Human"
"ENSG00000137965",-1.00506783069216,2.34663845030839,0.370206795147087,0.045507719291143,6.09982223093442e-05,0.492926910753213,"Oncogene/Replicative","IFI44","10561","RNAseq","Unknown","Human"
"ENSG00000138080",1.21802674225905,-1.51351754655158,0.561860270534567,0.00266648352146488,0.000775832335521271,0.158757611596049,"Oncogene/Replicative","EMILIN1","11117","RNAseq","Unknown","Human"
"ENSG00000138119",-1.68920968394369,1.46699391186245,-1.29851407824749,5.77505834276081e-05,0.00037218991967328,0.00104976553325261,"Oncogene/Replicative/DNA-damage","MYOF","26509","RNAseq","Unknown","Human"
"ENSG00000138160",-3.99353073057136,-0.551474045209272,-2.89289943887373,1.01978724589655e-10,0.136524006627581,2.49707970648437e-08,"Oncogene/DNA-damage","KIF11","3832","RNAseq","Unknown","Human"
"ENSG00000138162",1.06106476714216,-1.29384569705885,0.668643039593086,0.00212960135794403,0.000721228817861217,0.0447217740281751,"Oncogene/Replicative","TACC2","10579","RNAseq","Unknown","Human"
"ENSG00000138166",1.73747479378967,-0.0424709491318544,0.654076614553154,1.68224015964529e-07,0.891332232192327,0.0122760035191361,"Oncogene","DUSP5","1847","RNAseq","Unknown","Human"
"ENSG00000138180",-5.0324802229222,-0.357663746394564,-3.24683231542791,5.90553921451264e-10,0.517280997831642,1.3470363915718e-06,"Oncogene/DNA-damage","CEP55","55165","RNAseq","Unknown","Human"
"ENSG00000138182",-3.3833397084251,-0.113244811549996,-2.08885390332767,1.22508642980197e-09,0.781992325278938,5.8715408338776e-06,"Oncogene/DNA-damage","KIF20B","9585","RNAseq","Unknown","Human"
"ENSG00000138190",-1.86011744779221,1.59626370903299,-0.822726636670859,3.52649494433162e-05,0.000240413769432258,0.0399667333886255,"Oncogene/Replicative","EXOC6","54536","RNAseq","Unknown","Human"
"ENSG00000138193",-1.66058628994281,0.111750998818463,-0.779214806866249,6.74815065558557e-07,0.718754359694294,0.00514386592708598,"Oncogene","PLCE1","51196","RNAseq","Unknown","Human"
"ENSG00000138311",1.16925368267331,0.755842465109566,0.711647613942681,0.000568982740989465,0.0216977020052026,0.0212600786669505,"Oncogene","ZNF365","22891","RNAseq","Unknown","Human"
"ENSG00000138316",2.03827700595408,0.578308782967615,0.863062269502548,0.00174624046335059,0.405172151384341,0.151431244463208,"Oncogene","ADAMTS14","140766","RNAseq","Unknown","Human"
"ENSG00000138336",-2.49571356351637,-0.328425986265626,-0.885213678226907,2.35698680538168e-09,0.236043554162071,0.00441857503066473,"Oncogene","TET1","80312","RNAseq","Unknown","Human"
"ENSG00000138346",-1.48695436221073,-0.768944014193176,-1.31579302676938,2.41780313354874e-08,0.000412564033072052,7.22351031347561e-07,"Oncogene/DNA-damage","DNA2","1763","RNAseq","Unknown","Human"
"ENSG00000138347",-3.21935365637104,2.2338946115064,-0.148192264418279,9.57757262514878e-06,0.000672138312997422,0.830241563215931,"Oncogene/Replicative","MYPN","84665","RNAseq","Unknown","Human"
"ENSG00000138356",-1.85202200793163,2.73337254953873,-0.314385218028296,8.85104195653084e-05,4.13402401996409e-07,0.478867472860658,"Oncogene/Replicative","AOX1","316","RNAseq","Unknown","Human"
"ENSG00000138376",-2.78127753252898,-0.526011589208862,-1.77752290884082,7.24370251389481e-11,0.0330571904711066,1.34780841359547e-07,"Oncogene/DNA-damage","BARD1","580","RNAseq","Unknown","Human"
"ENSG00000138395",-3.61277483399754,1.11251712296185,-1.48236683342418,1.19053736799996e-07,0.0280816440595463,0.00410735400389908,"Oncogene/Replicative/DNA-damage","CDK15","65061","RNAseq","Unknown","Human"
"ENSG00000138449",-1.18935877722328,0.134537490821121,1.26009092578066,0.0163631269944687,0.799493311323838,0.00605012657966495,"Oncogene/DNA-damage","SLC40A1","30061","RNAseq","Unknown","Human"
"ENSG00000138468",-1.57768904034501,-0.232364787444209,-0.219461520825849,9.67149692433107e-08,0.303483847034929,0.330962038431633,"Oncogene","SENP7","57337","CellAge/RNAseq","Inhibits","Human"
"ENSG00000138587",-1.96111889378764,-1.26851243527068,-1.35029366588013,7.71434930759253e-06,0.000569844947129782,7.04056637618674e-05,"Oncogene/Replicative/DNA-damage","MNS1","55329","RNAseq","Unknown","Human"
"ENSG00000138623",3.08039473232583,-1.12708504420082,1.04095041926066,4.53133052730872e-06,0.0465060259460097,0.0624747600586343,"Oncogene/Replicative","SEMA7A","8482","RNAseq","Unknown","Human"
"ENSG00000138658",-1.93404870836396,-0.503675331095114,-1.36471191140726,1.22660131745199e-08,0.0422038974348986,7.44572129028084e-06,"Oncogene/DNA-damage","ZGRF1","55345","RNAseq","Unknown","Human"
