InnateDB Gene ID	Gene Symbol	Species	PubMED ID	Annotation
47893	TMEM173	9606	22000020	TMEM173 activates STAT6 during viral infection to induce genes responsible for immune cell homing. (Demonstrated in mice)
47893	TMEM173	9606	22761576	TMEM173 is cleaved by dengue viral protease to suppress IRF3 activation and subvert antiviral immunity.
47893	TMEM173	9606	23055924	Dengue viral NS2B3 protease complex selectively targets TMEM173 (STING) for degradation to inhibit type I IFN production in human dendritic cells.
47893	TMEM173	9606	23542348	TMEM173 (STING) is targeted by hepatitis C viral protease to disrupt interferon signalling.
47893	TMEM173	9606	24131791	Cyclic-di-GMP-induced levels of IFI16 suppress the expression of TMEM173 (STING).
47893	TMEM173	9606	24449861	"In herpes simplex virus 1 (HSV-1) infected cells, the stability and function of IFI16 and TMEM173 are dependent on cell derivation and the functional integrity of HSV-1 proteins ICP0 and US3 protein kinase. "
47893	TMEM173	9606	24185615	"After viral infection, ELF4 binds to TMEM173 (STING) and induces type I interferon.  ELF4 is critical for host antiviral defense."
47893	TMEM173	9606	24449861	"The end result of the interplay between TMEM173 (STING), IFI16, and herpes simplex virus 1 (HSV-1) is determined by the genotype of the infected cells and the functional integrity of HSV-1 proteins infected cell protein 0 (ICP0) and US3 protein kinase. "
47893	TMEM173	9606	25401470	"Familial TMEM173 mutation is associated with inflammatory lupus-like manifestations. 
"
47893	TMEM173	9606	25425575	Cytosolic RNA:DNA hybrids are sensed by the MB21D1-TMEM173 (cGAS-STING) pathway of the innate immune system.  
47893	TMEM173	9606	25505063	Hepatitis B virus (HBV) polymerase inhibits TMEM173-stimulated IRF3 activation and IFNB1 induction.
47893	TMEM173	9606	25526307	"Upon cytoplasmic DNA stimulation, the endoplasmic reticulum protein AMFR is recruited to and interacts with TMEM173 in an INSIG1-dependent manner."
47893	TMEM173	9606	25792739	"Stimulation of TMEM173-dependent IRF3 activation by ultraviolet radiation is due to apoptotic signalling-dependent disruption of ULK1, a pro-autophagic protein that negatively regulates TMEM173. "
47893	TMEM173	9606	26646986	"4-(2-chloro-6-fluorobenzyl)-N-(furan-2-ylmethyl)-3-oxo-3,4-dihydro-2H-benzo[b][1,4]thiazine-6-carboxamide (G10) requires STING to trigger IRF3/IFN-associated transcription in human fibroblasts and subsequently blocking replication of Chikungunya virus, Venezuelan Encephalitis virus, and Sindbis virus."
47893	TMEM173	9606	26199418	"Viral interferon regulatory factor 1 (vIRF1), targets TMEM173 by preventing it from interacting with TBK1, thereby inhibiting TMEM173's phosphorylation and concomitant activation, resulting in an inhibition of the DNA sensing pathway."
44993	TBK1	9606	18977754	"TBK1 alternative splicing negatively regulates virus-triggered IFN-beta signalling pathway by disrupting DDX58 and MAVS, and inhibiting IFN-beta signalling pathways."
44993	TBK1	9606	16286919	"TBK1 and IKBKE (IKKi) kinases are required for innate immune activation by B-DNA, which may be important in antiviral innate immunity and other DNA-associated immune disorders."
44993	TBK1	9606	12692549	TBK1 and IKBKE have a pivotal role in coordinating the activation of IRF3 and NF-kappaB in the innate immune response.
44993	TBK1	9606	21820332	TBK1 is involved in the innate immune recognition of Plasmodium falciparum AT-rich DNA and in the subsequent induction of type I IFNs. Mice lacking Tbk1 are resistant to otherwise lethal cerebral malaria. (Demonstrated in mouse)
44993	TBK1	9606	22921120	TBK1 is a key regulator of immunological autophagy and is responsible for autophagosome maturation into bactericidal organelles. (Demonstrated in mouse)
44993	TBK1	9606	23986588	"Herpes simplex virus 1 protein, UL36 ubiquitin-specific protease (UL36USP), deubiquitinates TRAF3 and inhibits recruitment of TBK1 and  counteracts the IFNB pathway"
44993	TBK1	9606	25070846	USP2 deubiquitinates K63-linked polyubiquitin chains from TBK1 to terminate TBK1 activation and negatively regulate IFNB1 signalling and antiviral immune response. 
44993	TBK1	9606	26082489	"Endotoxin tolerance re-programs TLR4 signalling via suppression of PELI1, a positive regulator of MyD88- and TIR domain-containing adapter inducing IFN-β (TRIF)-dependent signalling that promotes K63-linked polyubiquitination of IRAK1, TBK1, and TAK1."
44993	TBK1	9606	25855743	"HIV-1 accessory proteins Vpr and Vif bind to TBK1, inhibit its autophosphorylation, and prevent induction of type I and III interferon in myeloid cells."
44993	TBK1	9606	26199418	"Viral interferon regulatory factor 1 (vIRF1), targets TMEM173 by preventing it from interacting with TBK1, thereby inhibiting TMEM173's phosphorylation and concomitant activation, resulting in an inhibition of the DNA sensing pathway."
171519	Nrip1	10090	22388040	NF-κB-mediated degradation of the coactivator NRIP1 (RIP140) regulates inflammatory responses and contributes to endotoxin tolerance.
171519	Nrip1	10090	22388040	Nrip1 is degraded by the NF-kB pathway to inactivate inflammatory gene expression and promotes endotoxin tolerance.
171519	Nrip1	10090	26228026	Nrip1 plays dual roles in regulating the M1-M2 phenotype switch in macrophages: in the nucleus as an M1 enhancer and in the cytosol as an M2 suppressor.
170175	Bcl11b	10090	25964371	"Bcl11b, a transcription factor essential in T cell lineage commitment and maintenance, is specifically expressed in progenitors committed to the group 2 innate lymphoid cells (ILC2) lineage and is required for ILC2 development.
"
170175	Bcl11b	10090	25964370	Bcl11b is a factor in the differentiation of group 2 innate lymphoid cells (ILC2s).
170175	Bcl11b	10090	26231117	"Bcl11b sustains the genetic and functional programs, as well as lineage fidelity, of mature type 2 innate lymphoid cells."
127807	Map3k8	10090	21135874	"Map3k8 is a MEK kinase that is require for the activation of MAP kinases in myeloid cells following TLR and TNF receptor stimulation. Map3k8 is critical for production of the pro-inflammatory cytokine TNF during inflammatory responses.
"
127807	Map3k8	10090	26241898	Map3k8 plays a role in facilitating both innate and adaptive antiviral responses by transducing Type I interferon (IFN) signals and promoting expression of IFN-stimulated genes (ISGs). 
151194	Egfr	10090	26243875	Il33-dependent group 2 innate lymphoid cells (ILC2s) signal via Areg-Egfr in damaged epithelia to restore epithelial barrier function and maintain tissue homeostasis.
179096	Areg	10090	26243875	Il33-dependent group 2 innate lymphoid cells (ILC2s) signal via Areg-Egfr in damaged epithelia to restore epithelial barrier function and maintain tissue homeostasis.
157638	Il33	10090	21623379	Il33 is produced in alveolar macrophages that have been infected with Influenza A virus. The Il33-Il13 signalling axis is required for airway hyper-reactivity in asthma.
157638	Il33	10090	22119406	Innate lymphoid cells responding to Il33 mediate airway hyperreactivity independently of adaptive immunity.
157638	Il33	10090	23960191	"IL33 predominantly elicits group 2 innate lymphoid cells  (ILC2) responses, and IL25 simultaneously elicits phenotypically and functionally distinct ILC2 and multipotent progenitor type 2 cell populations at multiple tissue sites."
157638	Il33	10090	24631157	"Chitin induces IL25, IL33, and TSLP which are required to stimulate ILC2 production of IL5 and IL13. IL5 and IL13, in turn, are required for the accumulation of eosinophils and alternatively activated macrophages that are associated with allergy."
157638	Il33	10090	25659095	"Il33 prevents the development of experimental cerebral malaria by orchestrating a protective immune response via type-2 innate lymphoid cells, M2 macrophages and regulatory T cells."
157638	Il33	10090	25786179	"Cigarette smoke decreases Il1rl1 expression on group 2 innate lymphoid cells while elevating Il1rl1 expression on macrophages and natural killer cells, thus altering Il33 responsiveness within the lung to infection."
157638	Il33	10090	26092469	"Group 2 innate lymphoid cell (ILC2)-intrinsic Il33  signalling and Icosl expression promote regulatory T cell accumulation, whereas the inflammatory cytokine Ifng counter-regulates  these effects, in part through direct effects on ILC2s."
157638	Il33	10090	26243875	Il33-dependent group 2 innate lymphoid cells (ILC2s) signal via Areg-Egfr in damaged epithelia to restore epithelial barrier function and maintain tissue homeostasis.
148496	Card9	10090	20351059	Card9 is critical for full activation of innate immunity by converging signals downstream of multiple pattern recognition receptors (PRRs) and plays a pivotal role in autonomous innate host defense against tuberculosis.
148496	Card9	10090	24379290	Card9 is largely dispensable for the innate immune response to oropharyngeal candidiasis whereas it is vital for the adaptive Th17 response.
148496	Card9	10090	26627732	Card9-mediated activation of the innate immune system exacerbates influenza pneumonia. Card9 deficiency improves mortality with reduced inflammatory cytokine/chemokines.
141021	Ikbkb	10090	21138416	"Ikbkb and other IKK kinases regulate each other by an intricate network involving phosphorylation of their catalytic and regulatory (NEMO, TANK) subunits to balance their activities during innate immunity.
"
141021	Ikbkb	10090	26620909	The reversible ubiquitin editing of Nlrc5 determines Nlrc5– Ikbkb interaction dynamics and plays a crucial role in  precisely regulating NFκB signalling
182231	Nlrc5	10090	26620909	The reversible ubiquitin editing of Nlrc5 determines Nlrc5– Ikbkb interaction dynamics and plays a crucial role in  precisely regulating NFκB signalling
32729	NLRC5	9606	19414032	NLRC5 is nn NLR (nucleotide-binding domain and leucine-rich repeat containing family receptors) that is part of the family of pattern recognition receptors (PRRs) and is involved in immunity against intracellular pathogens.
32729	NLRC5	9606	20061403	NLRC5 represents a molecular switch of IFN-gamma activation sequence/IFN-specific response element signalling pathways contributing to antiviral defence mechanisms.
32729	NLRC5	9606	20434986	NLRC5 is a negative regulator that blocks two central components of the NF-kappaB and type I interferon signalling pathways and has an important role in homeostatic control of innate immunity.
32729	NLRC5	9606	21148033	"NLRC5 is dispensable for cytokine induction in virus and bacterial infections under physiologic conditions. (Demonstrated in murine model)
"
32729	NLRC5	9606	26620909	The reversible ubiquitin editing of NLRC5 determines NLRC5– IKBKB interaction dynamics and plays a crucial role in  precisely regulating NFκB signalling
107914	NLRP3	9606	25978411	"Influenza A virus  non-structural protein 1, NS1, physically interacts with endogenous NLRP3 downregulating NLRP3 inflammasome activation as well as NF-kB, leading to a reduction in the levels of inflammatory cytokines."
107914	NLRP3	9606	25816776	"RNA cleavage products, catalyzed by RNASEL, bind to DHX33 to facilitate the formation of a complex with MAVS and NLRP3 during viral infection. 
"
107914	NLRP3	9606	26610398	"H. pylori infection induces the expression and activation of components of NLRP3 inflammasomes in neutrophils and this  activation is independent of a functional type IV secretion system, TLR2 and TLR4."
124824	C2	9606	25381436	"Staphylococcus aureus extracellular adherence protein (Eap) binds to C4B to inhibit binding of both full-length C2 and its C2b fragment, disrupting the formation of the C3 proconvertase (C4b2) and significantly diminishing the extent of S. aureus opsonophagocytosis and killing by neutrophils."
124824	C2	9606	26608922	"Complement interfering protein (CIP) of group B Streptococcus (GBS) shows high affinity toward C4B and inhibits its interaction with C2, presumably preventing the formation of the C4BC2A convertase and GBS phagocytic killing in the absence of anti-GBS antibodies. "
301132	C4B	9606	25381436	"Staphylococcus aureus extracellular adherence protein (Eap) binds to C4B to inhibit binding of both full-length C2 and its C2b fragment, disrupting the formation of the C3 proconvertase (C4b2) and significantly diminishing the extent of S. aureus opsonophagocytosis and killing by neutrophils."
301132	C4B	9606	26608922	"Complement interfering protein (CIP) of group B Streptococcus (GBS) shows high affinity toward C4B and inhibits its interaction with C2, presumably preventing the formation of the C4BC2A convertase and GBS phagocytic killing in the absence of anti-GBS antibodies. "
135957	Ddx58	10090	19936053	Ddx58 (Rig-I) is responsible for the cytosolic recognition of Legionella pneumophila RNA and the subsequent induction of type I IFN response.
135957	Ddx58	10090	21690088	"Ddx58 and Nod2 colocalize to cellular ruffles and cell-cell junctions to form a protein complex via the CARD domains. Ddx58 negatively regulates ligand-induced NFkB signalling mediated by Nod2, and conversely, Nod2 negatively regulates type I interferon induction by Ddx58. (Demonstrated in human)"
135957	Ddx58	10090	21695051	"Ddx58, through the TRAIL pathway, initiates apoptosis in hepatocytes infected with hepatitis C Virus. HCV envelope proteins counteract the antiviral host defence by inhibiting the expression of Ddx58. (Demonstrated in human)"
135957	Ddx58	10090	22072774	"Ddx58 (RIG-I) ubiquitination is inhibited by arterivirus and nairovirus deubiquitinating enzymes (DUBs), resulting in the inhibition of RIG-I-like receptor (RLR)-mediated innate immune signalling."
135957	Ddx58	10090	22912779	Antiviral stress granules containing Ddx58 (RIG-I) and Eif2ak2 (PKR) have a critical role in viral detection and innate immunity.
135957	Ddx58	10090	23064150	DDX58 (RIG-I) detects cytosolic Listeria monocytogenes infections by sensing secreted bacterial nucleic acids.
135957	Ddx58	10090	23553835	Ddx58 (RIG-I) is a positive regulator of NF-kB signalling via binding to Nfkb1 mRNA.
135957	Ddx58	10090	23966395	Ddx58 and Ifih1 are essential pattern recognition receptors for protection against West Nile virus infection in vivo.
135957	Ddx58	10090	24692634	Ddx58 preferentially binds to coding RNA from S. Typhimurium during infection leading to the expression of IFN beta andthis immunostimulatory activity depends on 5′ triphosphorylation of RNA.
135957	Ddx58	10090	26074083	"Ddx58 is the primary pattern recognition receptor (PRR) for influenza A virus (IAV), but Ifih1 is a significant contributor to the cellular defense against IAV."
135957	Ddx58	10090	26146945	Ddx58 acts in parallel with Zbp1 in an RNA polymerase III-dependent manner to initiate glial responses to herpes simplex virus-1. 
135957	Ddx58	10090	26645583	"Mir485 exhibits bispecificity, targeting Ddx58 in cells with a low abundance of H5N1 virus and viral PB1 in cells with increased amounts of the H5N1 virus."
221446	Mir485	10090	26645583	"Mir485 exhibits bispecificity, targeting Ddx58 in cells with a low abundance of H5N1 virus and viral PB1 in cells with increased amounts of the H5N1 virus.
"
127079	MIR485	9606	26645583	"MIR485 exhibits bispecificity, targeting DDX58 in cells with a low abundance of H5N1 virus and viral PB1 in cells with increased amounts of the H5N1 virus.
"
92794	PLA2G2A	9606	26644377	"IL22 induced at an early stage of L. monocytogenes infection enhances innate immunity against L. monocytogenes in the liver by stimulating hepatocytes to produce an antimicrobial molecule, PLA2G2A"
46046	IL22	9606	18978771	IL22 plays a role in mucosal immunity where it helps constrain inflammation and protect mucosal sites.
46046	IL22	9606	20870448	"IL22 is a member of the IL-10 cytokine family that is produced by special immune cell populations and ts primary effects on target cells include its role in innate immune defence against infections, in tumourigenesis, and in inflammatory diseases."
46046	IL22	9606	21469124	"IL22  increases the TNF-alpha-dependent induction and secretion of several immune-modulatory molecules such as initial complement factors, antimicrobial peptides and chemokines in primary keratinocytes. IL22-mediated induction of innate immunity is crucial for the maintenance of epidermal integrity during infection with Candida albicans."
46046	IL22	9606	21874025	"IL22 is produced by lymphoid tissue-inducer cells where it regulates the maintenance of colonic lymphoid structures during Citrobacter rodentium infection, a mechanism that bridges the lymphotoxin pathway to mucosal epithelial defense mechanisms. (Demonstrated in mice)"
46046	IL22	9606	22921121	IL22 protects intestinal stem cells from inflammatory tissue damage and regulates sensitivity to graft versus host disease.
46046	IL22	9606	24412612	Stat3 mediates protection against intestinal infection by inducing innate lymphoid cell derived-Il22. (Demonstrated in mice)
46046	IL22	9606	25476703	IL22 protects against and IL22RA2 aggravates liver fibrosis and cirrhosis in chronic liver infections.
46046	IL22	9606	25474109	"IFNG interferes with the IL-1/NFKBIZ axis in β-glucan-activated dendritic cells and promotes T cell-mediated immune responses with increased release of IFNG and IL22, and diminished production of IL17A."
46046	IL22	9606	25510212	"In alveolar epithelium, IL22 upregulates DEFB4A gene expression via STAT3. "
46046	IL22	9606	26644377	"IL22 induced at an early stage of L. monocytogenes infection enhances innate immunity against L. monocytogenes in the liver by stimulating hepatocytes to produce an antimicrobial molecule, PLA2G2A"
165137	Cd47	10090	26010544	Cd47 plays a protective role against disseminated candidiasis and alters pro-inflammatory and immunosuppressive pathways known to regulate innate and T cell immunity.
165137	Cd47	10090	27194758	Cd47 plays a role as a negative regulator in inducing protective immune responses to influenza vaccination.
16420	SKP2	9606	27194766	"IFI27 restricts viral infection by recruiting an E3 ligase, SKP2, for ubiquitination and degradation of viral protein. 
"
17962	IFI27	9606	20939681	IFI27 is a mitochondrial protein and its expression sensitizes cells to apoptotic stimuli via mitochondrial membrane destabilization. 
17962	IFI27	9606	27194766	"IFI27 restricts viral infection by recruiting an E3 ligase, SKP2, for ubiquitination and degradation of viral protein. "
186283	Clec4n	10090	21267996	"Clec4n, a C-type lectin receptor, is a pattern recognition receptor critical for immune responses to fungi. Clec4n is coupled to Syk kinase and signals via Card9 to activate NFKB, which in turns induces both innate and adaptive immunity.
"
186283	Clec4n	10090	21357742	Clec4n is critical for the development of house dust mite (Dermatophagoides farinae) elicited eosinophilic and neutrophilic pulmonary inflammation. Clec4n was also found to be crucial for the Th2 cytokine induction in the lungs and re-stimulated lymph nodes.
186283	Clec4n	10090	21677049	"Clec4n is expressed mainly in DCs and macrophages. Clec4n recognizes alpha-mannans with its carbohydrate recognition domain and transduces signals through association with the ITAM-containing Fc receptor gamma chain, which recruits Syk and initiates the Card9/NFkB signalling cascade."
186283	Clec4n	10090	27194783	Pik3cd regulates Clec4n signalling and the generation of Th2 and Th17 immunity.
205331	Pik3cd	10090	27194783	Pik3cd regulates Clec4n signalling and the generation of Th2 and Th17 immunity.
81919	IFIT3	9606	21813773	"IFIT3 triggers host antiviral responses by bridging TBK1 to MAVS, and IFIT3 plays an important role in the activation of IRF3."
81919	IFIT3	9606	27210312	Hepatitis B virus-induced MIR146A attenuates cell-intrinsic anti-viral innate immunity through targeting DDX58 and IFIT3.
774160	MIR146A	9606	25705792	"MIR146A upregulation by CXCR4 antagonist AMD3100 treatment or ZBTB16 silencing, decreases CXCR4 protein expression and prevents HIV-1 infection of leukemic monocytic cell line and CD4(+) T lymphocytes."
774160	MIR146A	9606	27210312	Hepatitis B virus-induced MIR146A attenuates cell-intrinsic anti-viral innate immunity through targeting DDX58 and IFIT3.
21240	TRAF3	9606	15708970	TRAF3 serves as a negative regulator of the non-canonical NF-kappaB pathway by specifically blocking the activation of NF-kappaB via TRAF2/5.
21240	TRAF3	9606	16858409	"TRAF3 is required for type I interferon production in response to intracellular double-stranded RNA. Similarly, a direct and specific interaction of the TRAF domain of TRAF3 with the TRAF-interaction motif (TIM) of MAVS is required for optimal MAVS-mediated antiviral responses."
21240	TRAF3	9606	16306936	TRAF3 is a major regulator of type I interferon (IFN) production and the innate antiviral response.
21240	TRAF3	9606	20138174	TRAF3 cooperates with ZMYND11 in the regulation of Epstein-Barr virus-derived LMP1/CTAR1-induced NF-kappaB activation.
21240	TRAF3	9606	20832341	"TRAF3 functions downstream of multiple TNF receptors and receptors that induce interferon (IFN)-alpha, IFN-beta, and IFN-lambda production, including Toll-like receptor 3 (TLR3). TLR3-mediated immunity against primary infection by herpes simplex virus-1 (HSV-1) in the central nervous system is critically dependent on TRAF3."
21240	TRAF3	9606	21660053	"TRAF3 is a highly versatile regulator that positively controls type I interferon production, and negatively regulates MAP kinase activation and alternative NFkB signalling."
21240	TRAF3	9606	22792062	"Upon sensing dsRNA or dsDNA, TRAF3 interacts with ER-to-Golgi transport proteins to induce MAVS-associated innate immune responses."
21240	TRAF3	9606	23986588	"Herpes simplex virus 1 protein, UL36 ubiquitin-specific protease (UL36USP), deubiquitinates TRAF3 and inhibits recruitment of TBK1 and  counteracts the IFNB pathway"
21240	TRAF3	9606	27213432	HACE1 plays an inhibitory role in virus-induced signalling by disrupting the MAVS-TRAF3 complex.
94750	HACE1	9606	27213432	HACE1 plays an inhibitory role in virus-induced signalling by disrupting the MAVS-TRAF3 complex.
131590	Casp1	10090	19362023	"Casp1 is involved in key innate and healing responses to influenza A virus where Casp1(-/-) mice exhibited increased morbidity after infection with a pathogenic influenza A virus correlating with decreased neutrophil and monocyte recruitment and reduced Il1b (IL-1-beta), Il18 (IL-18), Tnf (TNF-alpha), Il6 (IL-6), Cxcl1 (KC), and Cxcl2 (MIP-2) production.
"
131590	Casp1	10090	19124602	"Casp1 is part of the inflammasome complex, along with pathogen-specific nucleotide oligomerization and binding domain (NOD)-like receptors (NLRs) and in some cases the scaffolding protein ASC. Formation of the membrane-associated inflammasome complex in murine macrophages, results in cleavage of cytosolic Casp1 substrates and cell death.
"
131590	Casp1	10090	21439959	Casp1 is a component of the inflammasome and is required for inflammation in acute pancreatitis.
131590	Casp1	10090	21602824	"Casp1-dependent inflammatory cell death, or pyroptosis, is only induced by viable, but not heat-killed, E. coli. 
"
131590	Casp1	10090	22833538	"Naturally occurring variants of  Casp1 differ considerably in structure and the ability to activate Il1b. 
 (Demonstrated in human)
"
131590	Casp1	10090	25689249	"Activation of the Nlrp3 inflammasome is detrimental during leishmaniasis. Mice lacking the inflammasome components Nlrp3, Pycard, Casp1 exhibit defective Il1b and Il18 production at the infection site and are resistant to cutaneous Leishmania major infection."
131590	Casp1	10090	26056255	Type 1 regulatory (Tr1) cells suppress Il1b transcription and Casp1 activation via an IL10R –dependent mechanism
131590	Casp1	10090	27214553	Uropathogenic Escherichia coli protein TcpC attenuates activation of the Nlrp3 inflammasome by binding both Nlrp3 and Casp1.
164567	Retnla	10090	23355735	Retnla (RELMalpha) has a proinflammatory role in bacterial-induced colitis.
164567	Retnla	10090	27220602	"Expression of Cxcl13, Ifngr1, Retnla and Mrc1 distinguishes between large and small resident peritoneal macrophage subsets."
135936	Ifngr1	10090	27220602	"Expression of Cxcl13, Ifngr1, Retnla and Mrc1 distinguishes between large and small resident peritoneal macrophage subsets."
181227	Cxcl13	10090	27220602	"Expression of Cxcl13, Ifngr1, Retnla and Mrc1 distinguishes between large and small resident peritoneal macrophage subsets."
138187	Mrc1	10090	27220602	"Expression of Cxcl13, Ifngr1, Retnla and Mrc1 distinguishes between large and small resident peritoneal macrophage subsets."
4758	NFKBIA	9606	9891086	NFKBIA is a common component of the heterogeneous IKK complex that mediates an essential step of the NF-kappaB signal transduction cascade by acting as an inhibitor of NF-kappaB.
4758	NFKBIA	9606	12429743	"Tyrosine phosphorylation of NFKBIA is c-Src-dependent, leading to the subsequent activation of NF-kappaB."
4758	NFKBIA	9606	16931600	"Nuclear transport of the NFKBIA : RELA complex, required for the appropriate regulation of NF-kappaB signalling, is facilitated by 14-3-3 proteins."
4758	NFKBIA	9606	18503636	"NFKBIA ubiquitination and degradation is inhibited by ChlaDub1, a protein of Chlamydia trachomatis, suppressing NF-kappaB activation as a result."
4758	NFKBIA	9606	21454695	"NFKBIA degradation occurs through the TNF-stimulated formation of autophagosomes in epithelial cells, which results in the prolonged activation of NFKB activity."
4758	NFKBIA	9606	23487427	"Polymorphisms in the NFKBIA promoter are associated with pediatric lung diseases, including childhood asthma, bronchiolitis and bronchopulmonary dysplasia."
4758	NFKBIA	9606	26642243	"Haploinsufficiency of A20 (HA20) is caused by high-penetrance loss-of-function germline mutations in TNFAIP3 with increased degradation of NFKBIA, nuclear translocation of RELA, increased expression of NFκB mediated proinflammatory cytokines, and defective deubiquitinating activity."
97033	TNFAIP3	9606	18268035	TNFAIP3 restricts TLR signals by restricting ubiquitination of TRAF6 and restricts MyD88-independent TLR signals by inhibiting Toll/interleukin 1 receptor domain-containing adaptor inducing interferon (IFN) beta (TICAM1)-dependent nuclear factor kappaB signals but not IFN response factor 3 signalling.
97033	TNFAIP3	9606	18342009	TNFAIP3 restricts NOD2 triggered signals by deubiquitinating RIPK2.
97033	TNFAIP3	9606	16306043	TNFAIP3 negatively regulates the RIG-I antiviral state by blocking IRF- and NF-kappaB-mediated gene expression.
97033	TNFAIP3	9606	18349075	"TNFAIP3 negatively regulates BCL10- and CARMA3-mediated activation of NF-kappaB by means of its deubiquitylation activity and preventing assembly of the complex containing CARMA3, BCL10 and IKBKG (NEMO)."
97033	TNFAIP3	9606	15258597	"TNFAIP3 removes lysine-63 linked ubiquitin chains from RIPK1 and polyubiquitinates RIPK1 with K48-linked ubiquitin chains, targeting it for proteosomal degradation, and hence down-regulating NF-kappaB signalling pathway."
97033	TNFAIP3	9606	17709380	TNFAIP3 is phosphorylated by IKBKB and this increases the ability of TNFAIP3 to inhibit the NF-kappaB signalling pathway.
97033	TNFAIP3	9606	19008218	TNFAIP3 is an early NF-kappaB-responsive gene that encodes a ubiquitin-editing protein that is involved in the negative feedback regulation of NF-kappaB signalling and thus is a central gatekeeper in inflammation and immunity.
97033	TNFAIP3	9606	20304918	TNFAIP3 (A20) and TAX1BP1 inhibit antiviral signaling by targeting TBK1/IKKi kinases and disrupting a TRAF3-TBK1-IKKi signalling complex.
97033	TNFAIP3	9606	20798608	TNFAIP3 and TRAF6 differentially regulate TLR4-induced autophagy during inflammatory responses by modulating K63-linked ubiquitination of BECN1 (Beclin 1).
97033	TNFAIP3	9606	21119682	TNFAIP3 is a deubiquitinase that counteracts E3 ligases and therefore play a prominent role in the down-regulation of NF-κB signalling and homeostasis.
97033	TNFAIP3	9606	21220427	"TNFAIP3 expression and TNFAIP3-IRAK1interaction are important for endotoxin tolerance. TNFAIP3 over-expression inhibits LPS-induced activation of NFKB, and is mechanistically linked to endotoxin tolerance through the reprogramming of TLR4 signalling.
"
97033	TNFAIP3	9606	22031828	TNFAIP3 promotes intestinal epithelial barrier integrity and inhibits LPS-induced loss of the tight junction protein occludin. (Demonstrated in mice)
97033	TNFAIP3	9606	26642243	"Haploinsufficiency of A20 (HA20) is caused by high-penetrance loss-of-function germline mutations in TNFAIP3 with increased degradation of NFKBIA, nuclear translocation of RELA, increased expression of NFκB mediated proinflammatory cytokines, and defective deubiquitinating activity."
174129	Ifih1	10090	21245317	"Ifih1 is an RNA helicase and is a key component in activating the expression of type I IFN in response to viral infection. Viral mRNA with 5' cap and 3' poly(A) from parainfluenza virus 5 is able to activate IFN expression through Rnasel-Ifih1 signalling pathway.
"
174129	Ifih1	10090	19936053	Ifih1 (MDA5) is responsible for the cytosolic recognition of Legionella pneumophila RNA and the subsequent induction of type I IFN response.
174129	Ifih1	10090	21637773	"Ifih1 deficiency results in a delayed type I IFN and attenuated type III IFN response to rhinovirus infection, leading to a transient increase in viral titer. Upon recognition of viral dsRNA, Ifih1 synergizes with Tlr3 to induce pro-inflammatory signals leading to airways inflammation and hyper-responsiveness."
174129	Ifih1	10090	23328395	Paramyxovirus V proteins bind to IFIH1 (MDA5) to disrupt viral RNA recognition and induction of antiviral immunity.
174129	Ifih1	10090	23966395	Ddx58 and Ifih1 are essential pattern recognition receptors for protection against West Nile virus infection in vivo.
174129	Ifih1	10090	24362933	"Plasmodium RNA is a pathogen-associated molecular pattern (PAMP) capable of activating a type I IFN response via the cytosolic pattern recognition receptors Ifih1 and Mavs, as well as via transcription factors Irf3 and Irf7."
174129	Ifih1	10090	25451939	Arl5b negatively regulates the antiviral innate immune response by binding to Ifih1 and prevents the subsequent interaction of Ifih1 to poly(I:C). 
174129	Ifih1	10090	26074083	"Ddx58 is the primary pattern recognition receptor (PRR) for influenza A virus (IAV), but Ifih1 is a significant contributor to the cellular defense against IAV."
174129	Ifih1	10090	26633895	"Transgenic picornavirus RNA-dependent RNA polymerase (RdRP) expression in mice produces a quantitatively dramatic, sustained, effective antiviral interferon-stimulated genes (ISG) network, which requires the MDA5-MAVS pathway."
159374	Il2rb	10090	26668377	Selective loss of the histone-lysine N-methyltransferase Ezh2 (enhancer of zeste homolog 2) or inhibition of its enzymatic activity increases generation of the Il2rb (CD122) natural killer (NK) precursors and mature NK progeny. 
143636	Ezh2	10090	26668377	Selective loss of the histone-lysine N-methyltransferase Ezh2 or inhibition of its enzymatic activity increases generation of the Il2rb (CD122) natural killer (NK) precursors and mature NK progeny. 
192196	Ifng	10090	23754402	IFNG is produced by neutrophils to mount host protection against intracellular pathogens.
192196	Ifng	10090	23818011	IFNG produced by natural killer cells exacerbates Listeria monocytogenes infection by inhibiting granulocyte recruitment.
192196	Ifng	10090	26065469	Ticam2 mediates antibacterial defence during Gram-negative pneumonia by inducing Ifng at the primary site of infection.
192196	Ifng	10090	26092469	"Group 2 innate lymphoid cell (ILC2)-intrinsic Il33  signalling and Icosl expression promote regulatory T cell accumulation, whereas the inflammatory cytokine Ifng counter-regulated the effects of Il33, in part through direct effects on ILC2s."
192196	Ifng	10090	26843324	Irf8-Ifng circuit is a novel gastric innate immune mechanism in the host defense against infection with Helicobacter pylori.
196509	Irf8	10090	22942423	De-SUMOylation of IRF8 at residue Lys310 acts as a molecular mechanism to trigger innate immune responses in activated macrophages.
196509	Irf8	10090	26843324	Irf8-Ifng circuit is a novel gastric innate immune mechanism in the host defense against infection with Helicobacter pylori.
193230	Sppl3	10090	26851218	Sppl3 is an intramembrane aspartyl protease that controls natural killer cell maturation and cytotoxicity.
