"ensembl","symbol","entrez","organism","source","senescence_effect","LFC_Oncogene","LFC_Replicative","LFC_DNAdamage","adj_p_Oncogene","adj_p_Replicative","adj_p_DNAdamage","sig_types"
"ENSG00000163705","FANCD2OS","115795","Human","RNAseq","Unknown",-2.8202042511535,-0.937281816751294,-2.37718680554618,1.00309894778671e-09,0.00753146491558911,2.16379417963812e-08,"Oncogene/DNA-damage"
"ENSG00000163739","CXCL1","2919","Human","CellAge/Ageing atlas/RNAseq","Induces",5.98929061927063,-1.48582287154481,4.37026054181558,1.073455403174e-06,0.143822063505692,6.1903784256143e-05,"Oncogene/DNA-damage"
"ENSG00000163754","GYG1","2992","Human","RNAseq","Unknown",-1.02472461153875,0.775730494725997,-0.574155279584062,1.78524414700573e-05,0.000620566445242958,0.00739699565317134,"Oncogene"
"ENSG00000163808","KIF15","56992","Human","RNAseq","Unknown",-3.46445235809404,-0.480382203305484,-3.21061564306766,5.42636920003839e-11,0.178471646829712,1.99696971002783e-10,"Oncogene/DNA-damage"
"ENSG00000163814","CDCP1","64866","Human","RNAseq","Unknown",2.62885291475698,-0.815559338789622,1.85927498327216,1.13299835631393e-05,0.124201417952517,0.000752664608468802,"Oncogene/DNA-damage"
"ENSG00000163874","ZC3H12A","80149","Human","InnateDB/RNAseq","Unknown",2.14587988160494,0.0816239219264435,1.62926287256934,3.82497498746533e-06,0.86543917455387,0.000125949182611014,"Oncogene/DNA-damage"
"ENSG00000163918","RFC4","5984","Human","Ageing atlas/RNAseq","Unknown",-1.64937959539223,-0.486105810515592,-1.70177062251921,2.30728402361984e-09,0.0223133849267623,1.33808011596502e-09,"Oncogene/DNA-damage"
"ENSG00000164023","SGMS2","166929","Human","RNAseq","Unknown",-1.37081889118881,2.04796128385832,-0.404732392662563,0.000187999804280573,1.21500422960025e-06,0.24017164125602,"Oncogene/Replicative"
"ENSG00000164032","H2AFZ","3015","Human","CSgene/RNAseq","Unknown",-1.20294266004139,-0.249982025113447,-1.49855537097529,2.89543181115245e-07,0.218654299367141,5.50601533907791e-09,"Oncogene/DNA-damage"
"ENSG00000164045","CDC25A","993","Human","RNAseq","Unknown",-1.50516659325906,-0.579283016325922,-1.71255391394044,2.48621715526627e-06,0.0411157877192995,3.66924939806105e-07,"Oncogene/DNA-damage"
"ENSG00000164051","CCDC51","79714","Human","RNAseq","Unknown",-1.04048364845222,1.46547695843775,-0.75456204450241,0.000977258555579398,2.39526653807016e-05,0.0138496897928097,"Oncogene/Replicative"
"ENSG00000164087","POC1A","25886","Human","RNAseq","Unknown",-1.75880100328782,-0.413144226567773,-2.03179972303282,2.5313731198125e-09,0.0836912831275642,2.21785560744638e-10,"Oncogene/DNA-damage"
"ENSG00000164099","PRSS12","8492","Human","RNAseq","Unknown",-2.30847313362676,1.6990721372003,-1.95554072000966,7.96189108153898e-05,0.00218386468499967,0.000524703554867159,"Oncogene/Replicative/DNA-damage"
"ENSG00000164104","HMGB2","3148","Human","Ageing atlas/InnateDB/RNAseq","Unknown",-3.01130634842359,-0.569019387478856,-3.04606125770687,1.70395263186866e-11,0.0407179011248827,1.70395263186866e-11,"Oncogene/DNA-damage"
"ENSG00000164109","MAD2L1","4085","Human","CellAge/CSgene/RNAseq","Inhibits",-2.92665436498117,0.613083475080252,-3.10031274920085,8.24729818472417e-08,0.171353669943293,3.21123459914502e-08,"Oncogene/DNA-damage"
"ENSG00000164125","GASK1B","51313","Human","RNAseq","Unknown",-1.55812234765489,1.05696655460937,0.270951832138982,0.000799464361548947,0.0210950805289777,0.558966600356847,"Oncogene/Replicative"
"ENSG00000164136","IL15","3600","Human","Ageing atlas/CSgene/InnateDB/RNAseq","Unknown",-2.12133123427275,0.362041404461271,-0.00454486416828921,2.43997585973991e-09,0.154446557682312,0.987227878211893,"Oncogene"
"ENSG00000164171","ITGA2","3673","Human","Ageing atlas/RNAseq","Unknown",2.03297594594799,0.0282872797671593,0.680705004537219,2.7020178410799e-08,0.932050879042631,0.0168061274169706,"Oncogene"
"ENSG00000164176","EDIL3","10085","Human","InnateDB/RNAseq","Unknown",-2.02700801114386,2.1807078901027,-0.658372475898876,0.000161687234340012,8.00533094683936e-05,0.186663549214135,"Oncogene/Replicative"
"ENSG00000164199","ADGRV1","84059","Human","RNAseq","Unknown",-1.06991264070621,0.65978044061449,-0.220317721441843,0.00318277891513379,0.0464013820782436,0.51040036843117,"Oncogene"
"ENSG00000164220","F2RL2","2151","Human","InnateDB/RNAseq","Unknown",-1.81927838474527,1.76817283041173,-0.130159775648918,0.000101749739986284,0.000204626040607876,0.785584258227827,"Oncogene/Replicative"
"ENSG00000164221","CCDC112","153733","Human","RNAseq","Unknown",-1.26501035834012,1.1630790186691,-0.994052739049307,9.39741927019705e-05,0.000447642582891744,0.00120111029319435,"Oncogene/Replicative"
"ENSG00000164236","ANKRD33B","651746","Human","RNAseq","Unknown",-2.08092638405596,0.37507452874138,-0.0243206137317065,1.9081392897997e-08,0.187058640820495,0.93992909245639,"Oncogene"
"ENSG00000164251","F2RL1","2150","Human","InnateDB/RNAseq","Unknown",3.2146198983226,-1.87624703923684,1.71905283630275,6.7968489795747e-07,0.000938667906376014,0.00178854763108532,"Oncogene/Replicative/DNA-damage"
"ENSG00000164258","NDUFS4","4724","Human","RNAseq","Unknown",-1.08561432030103,1.14417366400909,-0.767543269542076,0.000383461873779605,0.000256374407984806,0.00871088405876116,"Oncogene/Replicative"
"ENSG00000164292","RHOBTB3","22836","Human","RNAseq","Unknown",-1.19409840496389,0.571177963083639,-0.965274280273642,7.5293582874816e-05,0.0405463536222158,0.000818335291857149,"Oncogene"
"ENSG00000164294","GPX8","493869","Human","RNAseq","Unknown",-1.32528870999003,0.707286456330762,-0.375851096428358,3.48502621231278e-06,0.00578748559156347,0.121285921191499,"Oncogene"
"ENSG00000164306","PRIMPOL","201973","Human","RNAseq","Unknown",-1.3118503780055,0.563522577380176,-1.2143758572907,5.45501980621135e-07,0.0144837177546731,3.22800326767711e-06,"Oncogene/DNA-damage"
"ENSG00000164418","GRIK2","2898","Human","RNAseq","Unknown",-2.42797384173858,1.37036903206995,-0.532872075415295,3.53778403805382e-05,0.0099895847934392,0.312984532036392,"Oncogene/Replicative"
"ENSG00000164509","IL31RA","133396","Human","RNAseq","Unknown",1.77194192268005,0.344160279823054,0.0622057181826839,0.000182372620298182,0.525382596347755,0.892822030444594,"Oncogene"
"ENSG00000164542","KIAA0895","23366","Human","RNAseq","Unknown",-2.57308370526738,1.89774950257767,-3.64389648755808,0.000130416343465096,0.00336002508635832,1.03686439568784e-06,"Oncogene/Replicative/DNA-damage"
"ENSG00000164604","GPR85","54329","Human","RNAseq","Unknown",-1.45279711471928,-0.532648509817351,-0.707157257272183,6.91166452715221e-06,0.0654111705855877,0.0109232506549215,"Oncogene"
"ENSG00000164611","PTTG1","9232","Human","CellAge/RNAseq","Induces",-2.53218302776309,0.450481672976998,-2.92695666105979,2.94083270626217e-08,0.218613926757218,2.17940906768394e-09,"Oncogene/DNA-damage"
"ENSG00000164619","BMPER","168667","Human","RNAseq","Unknown",-1.0531893051015,1.70288737839565,0.493731159360644,0.00474530825330944,3.95712975253283e-05,0.17637909514439,"Oncogene/Replicative"
"ENSG00000164649","CDCA7L","55536","Human","RNAseq","Unknown",-2.27783236863969,0.0109345342548866,-1.78242407192344,3.24549502838345e-09,0.974228084037899,2.91189613092594e-07,"Oncogene/DNA-damage"
"ENSG00000164692","COL1A2","1278","Human","RNAseq","Unknown",-1.60763064793731,0.289306756082967,-0.59945634443908,0.000411511407554501,0.523420571232201,0.163529492023955,"Oncogene"
"ENSG00000164733","CTSB","1508","Human","InnateDB/RNAseq","Unknown",1.57819572516854,0.0779583421409319,0.999766581017979,5.04115462708342e-08,0.764873029380007,7.18884159165892e-05,"Oncogene"
"ENSG00000164761","TNFRSF11B","4982","Human","Ageing atlas/RNAseq","Unknown",-1.10099412032636,1.23682378315685,0.184670792882342,0.00832105543896186,0.00382634360907661,0.677428682630253,"Oncogene/Replicative"
"ENSG00000164823","OSGIN2","734","Human","RNAseq","Unknown",1.19937406933273,0.0770516254522236,0.400783961493045,9.65793308263241e-10,0.668835344826348,0.00587743046134558,"Oncogene"
"ENSG00000164877","MICALL2","79778","Human","RNAseq","Unknown",1.23247550659946,-0.606493616768576,0.93605741961019,2.86516008047615e-05,0.0340669011504604,0.00067983794583799,"Oncogene"
"ENSG00000164919","COX6C","1345","Human","RNAseq","Unknown",-1.28395684623153,1.83029293766009,-0.998699581223098,0.00103935775689982,2.06048019628794e-05,0.00883655731319432,"Oncogene/Replicative"
"ENSG00000164929","BAALC","79870","Human","RNAseq","Unknown",1.76646112118581,-1.42656251247596,-0.228868361365409,8.40659160882984e-05,0.00100639990432,0.587656231789335,"Oncogene/Replicative"
"ENSG00000164930","FZD6","8323","Human","RNAseq","Unknown",-1.00337463764275,0.678212649169766,-0.394129290633767,5.73943471258467e-05,0.00491459898440208,0.0803189206104474,"Oncogene"
"ENSG00000164949","GEM","2669","Human","RNAseq","Unknown",1.57039206575546,-0.844453501493414,0.193229573274323,0.000143760737656493,0.0292781620059796,0.637895194979133,"Oncogene"
"ENSG00000164976","MYORG","57462","Human","RNAseq","Unknown",-1.00972106019021,0.530605955035698,0.406883905924281,2.65985850674803e-05,0.0315061729107534,0.0399948747953248,"Oncogene"
"ENSG00000164985","PSIP1","11168","Human","RNAseq","Unknown",-1.06207088992789,-0.61643973360324,-1.26331550994097,1.66626939722772e-08,0.000327688897466257,5.2284264838549e-10,"Oncogene/DNA-damage"
"ENSG00000165029","ABCA1","19","Human","CSgene/InnateDB/RNAseq","Unknown",1.03117774053561,0.510668369620243,1.09755601776812,0.000450983321480675,0.0685320846154947,0.000251256156875373,"Oncogene/DNA-damage"
"ENSG00000165072","MAMDC2","256691","Human","RNAseq","Unknown",-1.34703660491058,1.47774802968918,0.382329444133817,0.000624150414013818,0.000327733987923866,0.316076674890851,"Oncogene/Replicative"
"ENSG00000165124","SVEP1","79987","Human","RNAseq","Unknown",-1.23080642390747,2.03560023543757,0.928591753375077,0.0012042774973979,4.13476229921135e-06,0.012220381195615,"Oncogene/Replicative"
"ENSG00000165233","CARD19","84270","Human","RNAseq","Unknown",1.18133887619122,-0.664475776090426,0.785218262659113,5.62093466206141e-06,0.00958404019123222,0.000826609492109509,"Oncogene"
"ENSG00000165244","ZNF367","195828","Human","RNAseq","Unknown",-3.99613793100114,-0.19679540157858,-2.35009816736443,5.14152272724598e-11,0.649353688871571,4.6411521198925e-07,"Oncogene/DNA-damage"
"ENSG00000165304","MELK","9833","Human","RNAseq","Unknown",-2.78479460552815,0.217643318399256,-3.16994814363384,6.16974766309863e-08,0.624149902891802,5.62827659652917e-09,"Oncogene/DNA-damage"
"ENSG00000165338","HECTD2","143279","Human","RNAseq","Unknown",1.11040516189566,-0.650408614933381,0.475838779421753,3.00093658830896e-05,0.0102915831777891,0.0441459979979635,"Oncogene"
"ENSG00000165410","CFL2","1073","Human","RNAseq","Unknown",-1.40786947386299,1.4315530190856,-1.11053920578822,2.67481356324378e-05,2.81489534328624e-05,0.000473473494025009,"Oncogene/Replicative/DNA-damage"
"ENSG00000165480","SKA3","221150","Human","RNAseq","Unknown",-3.12581083873214,-1.01322491480733,-2.90725620754554,1.11237029484492e-09,0.00951682119374782,4.22961159653299e-09,"Oncogene/Replicative/DNA-damage"
"ENSG00000165490","DDIAS","220042","Human","RNAseq","Unknown",-2.8449607465265,-0.412670478836221,-2.51354492245947,1.18030928968934e-08,0.30421451022472,1.27550909299331e-07,"Oncogene/DNA-damage"
"ENSG00000165617","DACT1","51339","Human","RNAseq","Unknown",1.10126650849681,-0.774725712838304,1.49427930939157,0.0271362779704143,0.132578107040935,0.0035207092628722,"Oncogene/DNA-damage"
"ENSG00000165626","BEND7","222389","Human","RNAseq","Unknown",-1.02188960751935,0.217519554328402,-0.13376432083019,1.08210522602859e-06,0.244726842977788,0.465285065585629,"Oncogene"
"ENSG00000165633","VSTM4","196740","Human","RNAseq","Unknown",-1.03110848010986,0.77001162304749,0.125656182101953,1.62881817181504e-05,0.000812076589556573,0.569294531076822,"Oncogene"
"ENSG00000165886","UBTD1","80019","Human","CellAge/RNAseq","Induces",1.52113721484976,-0.48195523384435,1.17494325004226,6.51358416864822e-06,0.163626249631203,0.000183638992506841,"Oncogene/DNA-damage"
"ENSG00000165891","E2F7","144455","Human","CSgene/RNAseq","Unknown",1.78171587573281,-0.468033825746235,-0.0312424735059526,7.43690566343971e-08,0.087122379015466,0.917814959826539,"Oncogene"
"ENSG00000165996","HACD1","9200","Human","RNAseq","Unknown",-2.23755152153503,1.14434996970076,-1.00953432721389,4.92335899058485e-07,0.00317097760920087,0.0069776933532596,"Oncogene/Replicative/DNA-damage"
"ENSG00000166073","GPR176","11245","Human","RNAseq","Unknown",-1.0671192820583,0.573023434568148,-0.134290366794524,4.15307548221428e-08,0.00052518987916397,0.391924219420484,"Oncogene"
"ENSG00000166106","ADAMTS15","170689","Human","RNAseq","Unknown",-5.39123065159211,1.42185746407528,-0.864054216316184,3.75636310011756e-08,0.0549435900965422,0.246177050139399,"Oncogene"
"ENSG00000166340","TPP1","1200","Human","RNAseq","Unknown",1.04264597994554,-0.0146972834066378,0.541272032925344,2.88211825610387e-05,0.959462521663389,0.016393581337325,"Oncogene"
"ENSG00000166347","CYB5A","1528","Human","RNAseq","Unknown",-1.89216290055139,1.48047512362641,-0.867278725873097,5.10514110441708e-07,2.68681325871714e-05,0.00618055906256636,"Oncogene/Replicative"
"ENSG00000166352","IFTAP","119710","Human","RNAseq","Unknown",-1.1900897922622,0.866825123100982,-0.724788963473317,5.71043818948784e-06,0.000672588247820527,0.00239383952718682,"Oncogene"
"ENSG00000166402","TUB","7275","Human","RNAseq","Unknown",-1.13600120243623,0.245908024869932,-0.368155250336667,1.6804482762734e-06,0.238247046312768,0.0629371089844918,"Oncogene"
"ENSG00000166446","CDYL2","124359","Human","RNAseq","Unknown",1.46769877980675,-0.457512493821788,0.68898028855709,1.72792118687779e-06,0.0837963943841304,0.00876708768747388,"Oncogene"
"ENSG00000166508","MCM7","4176","Human","RNAseq","Unknown",-1.01466100155419,-1.63424265054021,-1.38133882444598,1.37432528572296e-05,1.49839443108034e-08,1.07742943789387e-07,"Oncogene/Replicative/DNA-damage"
"ENSG00000166532","RIMKLB","57494","Human","RNAseq","Unknown",-1.0023746786952,-0.141142873841419,-0.454134224651667,3.26370041848715e-07,0.428825324001871,0.00580376442938231,"Oncogene"
"ENSG00000166592","RRAD","6236","Human","RNAseq","Unknown",2.5185174019867,1.42068407097005,2.58481779023187,0.00011580166500736,0.0285774235155476,7.11470829640635e-05,"Oncogene/Replicative/DNA-damage"
"ENSG00000166670","MMP10","4319","Human","Ageing atlas/RNAseq","Unknown",2.94589098972517,1.24614254110001,1.92356832377672,4.04626676424917e-05,0.0563511539334599,0.00315650416026432,"Oncogene/DNA-damage"
"ENSG00000166741","NNMT","4837","Human","RNAseq","Unknown",-3.0019865850447,2.3939739387242,-1.28191693089944,2.70727113606093e-05,0.000428110985424165,0.0433659618066804,"Oncogene/Replicative/DNA-damage"
"ENSG00000166801","FAM111A","63901","Human","RNAseq","Unknown",-1.36650700275562,0.24512143631741,-0.896493645258791,2.24341258726635e-10,0.117380928370075,4.75600441019649e-07,"Oncogene"
"ENSG00000166803","PCLAF","9768","Human","RNAseq","Unknown",-4.02066235188591,1.00229031176715,-4.12765042536209,1.80707068697975e-08,0.0729428301482297,1.21686768014755e-08,"Oncogene/DNA-damage"
"ENSG00000166825","ANPEP","290","Human","RNAseq","Unknown",2.05022388465927,-0.822920404542669,0.431197548636444,1.72073356291425e-06,0.0284886294163982,0.238453567453425,"Oncogene"
"ENSG00000166845","C18orf54","162681","Human","RNAseq","Unknown",-1.20268664833425,-0.295747611785025,-1.35948269319682,1.86401968057814e-06,0.219254096122783,2.16968987969353e-07,"Oncogene/DNA-damage"
"ENSG00000166851","PLK1","5347","Human","CSgene/InnateDB/RNAseq","Unknown",-2.67438496167594,-1.68466726073557,-2.84285573299921,3.02541786663241e-09,2.10614938930852e-05,9.28431585324059e-10,"Oncogene/Replicative/DNA-damage"
"ENSG00000166897","ELFN2","114794","Human","RNAseq","Unknown",1.22135632379775,0.219538589369266,0.307726769960975,2.3528530967838e-05,0.438560056798809,0.236216454488035,"Oncogene"
"ENSG00000166920","C15orf48","84419","Human","RNAseq","Unknown",2.78561390240382,2.62864102396532,2.15665708681985,1.40574969417223e-06,4.84959743614972e-06,6.43432283880302e-05,"Oncogene/Replicative/DNA-damage"
"ENSG00000166922","SCG5","6447","Human","RNAseq","Unknown",3.11750632964569,-1.54885989872863,1.57705209372676,3.36578739330098e-08,0.00101881029776337,0.00061843137842704,"Oncogene/Replicative/DNA-damage"
"ENSG00000166925","TSC22D4","81628","Human","RNAseq","Unknown",1.62702682330134,-1.48977949940344,1.61123494570117,0.000107441586726486,0.000625120642289335,0.00012409794864885,"Oncogene/Replicative/DNA-damage"
"ENSG00000166938","DIS3L","115752","Human","RNAseq","Unknown",-1.18548906080562,0.115003826483166,-0.794606305555461,5.01020044233309e-08,0.547461707670009,2.8472500857639e-05,"Oncogene"
"ENSG00000166974","MAPRE2","10982","Human","RNAseq","Unknown",-1.28415107057883,1.99466359295287,-1.38234004128258,0.00224775979358206,2.67542959611808e-05,0.00116403199123362,"Oncogene/Replicative/DNA-damage"
"ENSG00000167034","NKX3-1","4824","Human","RNAseq","Unknown",2.05041750091369,-1.56366866085144,1.74395401104655,9.16365431772104e-05,0.00237708820133723,0.000592916200456348,"Oncogene/Replicative/DNA-damage"
"ENSG00000167106","FAM102A","399665","Human","RNAseq","Unknown",2.17958177932042,-0.682770246983916,1.01154544165435,6.90063424467006e-08,0.0470867186262102,0.00219800477349295,"Oncogene/DNA-damage"
"ENSG00000167191","GPRC5B","51704","Human","RNAseq","Unknown",-1.73815673310882,1.2888472763857,-1.41076053934452,5.6227768367779e-05,0.00192061342726327,0.000665874474786264,"Oncogene/Replicative/DNA-damage"
"ENSG00000167291","TBC1D16","125058","Human","RNAseq","Unknown",1.23451616295652,-0.52855582619782,0.467649549395303,9.55415685491428e-09,0.00429728206752086,0.00503157745559591,"Oncogene"
"ENSG00000167325","RRM1","6240","Human","CSgene/RNAseq","Unknown",-1.37827758466264,-0.181036610620562,-1.52094966049581,3.03808665780847e-09,0.335431418844786,5.2284264838549e-10,"Oncogene/DNA-damage"
"ENSG00000167378","IRGQ","126298","Human","RNAseq","Unknown",1.55175581057741,-0.490281679914204,1.13854621751235,1.58784504973082e-08,0.0257021967829049,3.6693194160976e-06,"Oncogene/DNA-damage"
"ENSG00000167522","ANKRD11","29123","Human","RNAseq","Unknown",1.12977122728987,-1.06475717408838,0.601294741785743,1.52536009264337e-05,0.000106250682160362,0.0100158075076569,"Oncogene/Replicative"
"ENSG00000167552","TUBA1A","7846","Human","RNAseq","Unknown",-1.11839431393902,0.208460889040165,-0.791843371168162,2.32811141956091e-06,0.343376938207568,0.000287103485852661,"Oncogene"
"ENSG00000167553","TUBA1C","84790","Human","RNAseq","Unknown",-1.02929279502624,0.0300047679604464,-1.26496530404717,2.82578333933583e-06,0.896383682108973,1.03830762872066e-07,"Oncogene/DNA-damage"
"ENSG00000167601","AXL","558","Human","CellAge/Ageing atlas/InnateDB/RNAseq","Induces",-1.81988450856328,0.0496480516797509,-1.01952834009673,1.43135552381778e-09,0.846568389208015,2.9022448588591e-05,"Oncogene/DNA-damage"
"ENSG00000167670","CHAF1A","10036","Human","RNAseq","Unknown",-1.01967662286638,-0.975149385655217,-1.36401890187709,9.09951501087668e-07,1.09424750186093e-05,4.91909027889766e-09,"Oncogene/DNA-damage"
"ENSG00000167767","KRT80","144501","Human","RNAseq","Unknown",-1.77877318840011,1.47248331967079,-0.888641976593579,4.45624695947214e-06,0.000154926024570629,0.00561574943810227,"Oncogene/Replicative"
"ENSG00000167772","ANGPTL4","51129","Human","RNAseq","Unknown",3.58696505592996,1.42528330011064,3.04355520381095,1.23540142203343e-10,0.000622922734717983,2.41296406364701e-09,"Oncogene/Replicative/DNA-damage"
"ENSG00000167779","IGFBP6","3489","Human","CellAge/RNAseq","Inhibits",-1.0901375377511,0.168110784694732,0.0365580019702681,0.000168199624990598,0.592968749408786,0.904767215732366,"Oncogene"
"ENSG00000167900","TK1","7083","Human","RNAseq","Unknown",-3.91987342400285,-0.0740016346534482,-3.37913645820692,1.25325210040942e-10,0.878468997876626,1.76325383601375e-09,"Oncogene/DNA-damage"
"ENSG00000167912","LOC100505501","100505501","Human","RNAseq","Unknown",-3.35424465094489,-1.44554339872494,-0.335012050914121,5.96826485228657e-05,0.014816890525422,0.587823053750427,"Oncogene/Replicative"
"ENSG00000167992","VWCE","220001","Human","RNAseq","Unknown",1.04447684654537,0.568443547172001,1.8158547393066,0.0278256512406584,0.328670432317896,0.000289120409769075,"Oncogene/DNA-damage"
"ENSG00000168077","SCARA3","51435","Human","RNAseq","Unknown",-2.07419716121991,0.0507211411975824,-1.90844727796919,1.02426748197124e-09,0.863404449006811,5.98060097723471e-09,"Oncogene/DNA-damage"
"ENSG00000168078","PBK","55872","Human","RNAseq","Unknown",-4.22116185964277,0.801808592591766,-4.18033809075011,3.59505199340107e-09,0.138393087847999,4.7546947756167e-09,"Oncogene/DNA-damage"
"ENSG00000168461","RAB31","11031","Human","RNAseq","Unknown",1.12918928287874,-0.635776362513887,0.227410488174278,5.29741485489893e-07,0.00155126492102975,0.232835475884478,"Oncogene"
"ENSG00000168496","FEN1","2237","Human","Ageing atlas/RNAseq","Unknown",-1.24138360037962,-0.703822372718238,-1.49317788491316,1.42908861888356e-07,0.000914238997565425,4.53655519887776e-09,"Oncogene/DNA-damage"
"ENSG00000168497","CAVIN2","8436","Human","RNAseq","Unknown",-2.64948833228803,1.89994853845557,-0.977085131922902,2.14425821557409e-05,0.00103921675263839,0.0761689653729628,"Oncogene/Replicative"
"ENSG00000168502","MTCL1","23255","Human","RNAseq","Unknown",-1.33537537009836,0.367796550249118,-0.711971214415232,1.05119106630943e-07,0.0820988747322862,0.000762510414991742,"Oncogene"
"ENSG00000168542","COL3A1","1281","Human","RNAseq","Unknown",-2.88936734638331,0.85996054884916,-2.18179354477646,3.53393694649205e-05,0.169465557941274,0.000950704493042586,"Oncogene/DNA-damage"
"ENSG00000168575","SLC20A2","6575","Human","RNAseq","Unknown",-1.11790092218164,1.14652639048624,-0.779321279073758,6.32374717864818e-05,7.35523238576685e-05,0.00292131471691391,"Oncogene/Replicative"
"ENSG00000168615","ADAM9","8754","Human","RNAseq","Unknown",-1.24828879934428,1.4263890349028,-0.775302132587203,0.000100455711986255,2.48779448087096e-05,0.00913814882622772,"Oncogene/Replicative"
"ENSG00000168621","GDNF","2668","Human","RNAseq","Unknown",2.60411497671256,0.360400006515632,1.65254300641,5.57880736562066e-07,0.504530950460709,0.000198866554010402,"Oncogene/DNA-damage"
"ENSG00000168679","SLC16A4","9122","Human","RNAseq","Unknown",-1.4761227192426,2.32782531797913,0.228141212883697,0.00025169040364464,5.84298341123884e-07,0.56814099942174,"Oncogene/Replicative"
"ENSG00000168685","IL7R","3575","Human","Ageing atlas/InnateDB/RNAseq","Unknown",-1.97722862279155,1.67456876705413,-0.759169031465753,0.00051937506768576,0.0026540513114691,0.159660417282237,"Oncogene/Replicative"
"ENSG00000168874","ATOH8","84913","Human","RNAseq","Unknown",-2.47628397322788,-0.870951349149035,0.156903962258956,2.05183396366442e-05,0.0923720732763063,0.763112675582452,"Oncogene"
"ENSG00000168899","VAMP5","10791","Human","RNAseq","Unknown",-1.1917881710419,1.50547983131115,-0.570213919343803,0.000854350468400852,0.000133035955857671,0.0937718014740075,"Oncogene/Replicative"
"ENSG00000168952","STXBP6","29091","Human","RNAseq","Unknown",-2.4956459984195,1.81507053191869,-1.53876838521908,8.14196930067003e-05,0.00217299535114285,0.00793271855095495,"Oncogene/Replicative/DNA-damage"
"ENSG00000169019","COMMD8","54951","Human","RNAseq","Unknown",-1.33535310121436,1.66824088384478,-0.813124955105591,0.00019463793706151,1.92978073045491e-05,0.0162074333422579,"Oncogene/Replicative"
"ENSG00000169083","AR","367","Human","CellAge/Ageing atlas/RNAseq","Induces",-2.13845664609922,-0.467808705307571,0.076999620337375,1.78446323779189e-08,0.0998121374343853,0.810231646539171,"Oncogene"
"ENSG00000169184","MN1","4330","Human","RNAseq","Unknown",-1.25255106083703,-0.969477907982363,-0.515267043427697,0.00350334113971518,0.0425647947279234,0.204538113139124,"Oncogene"
"ENSG00000169255","B3GALNT1","8706","Human","RNAseq","Unknown",-1.13046502072215,-0.466365046246004,-0.733319392292743,2.57358422284556e-05,0.0624812667289969,0.0010764826548461,"Oncogene"
"ENSG00000169258","GPRIN1","114787","Human","RNAseq","Unknown",1.7124421111176,-1.71618911406632,0.453013643203174,1.38780734930308e-05,2.91621965366328e-05,0.196001313025746,"Oncogene/Replicative"
"ENSG00000169288","MRPL1","65008","Human","RNAseq","Unknown",-1.1191983053432,0.545259406376531,-0.992256693458308,7.88202165413677e-06,0.0198795122901722,5.47535293916687e-05,"Oncogene"
"ENSG00000169429","IL8","3576","Human","CellAge/Ageing atlas/CSgene/InnateDB/RNAseq","Induces",6.37328427849606,-2.04233310156831,5.39806660748553,1.53289198832561e-07,0.036206243110849,2.45898613621025e-06,"Oncogene/Replicative/DNA-damage"
"ENSG00000169432","SCN9A","6335","Human","RNAseq","Unknown",-3.46336868643464,1.4392495551302,-0.775227410722465,7.99483561387752e-10,0.000736022157693217,0.0540890766779364,"Oncogene/Replicative"
"ENSG00000169439","SDC2","6383","Human","RNAseq","Unknown",-1.3541780265686,1.04512793073155,-1.05671848837462,0.000614533993364474,0.00690990094035246,0.00574443843609996,"Oncogene/Replicative/DNA-damage"
"ENSG00000169499","PLEKHA2","59339","Human","RNAseq","Unknown",-1.52149197834505,0.718970548766508,-0.804789812021636,3.71500115131407e-07,0.00483917469568727,0.00159901475973876,"Oncogene"
"ENSG00000169607","CKAP2L","150468","Human","RNAseq","Unknown",-2.42517761840877,-1.36983259884143,-2.56010134699186,1.5025182527002e-07,0.000751665372004676,6.38911634396045e-08,"Oncogene/Replicative/DNA-damage"
"ENSG00000169679","BUB1","699","Human","CSgene/RNAseq","Unknown",-3.74121108954411,-0.0494885014997793,-3.8374887743863,1.35000958758457e-10,0.914986612252841,1.05357296323079e-10,"Oncogene/DNA-damage"
"ENSG00000169760","NLGN1","22871","Human","RNAseq","Unknown",-2.60661007499137,-0.515336737098648,-0.417709748234381,1.92638474308376e-08,0.131540603800294,0.223161366379087,"Oncogene"
"ENSG00000169851","PCDH7","5099","Human","RNAseq","Unknown",-1.09841938033405,-1.14005795872404,-0.591891369262881,0.000404233578481517,0.000308761524584377,0.032691584162842,"Oncogene/Replicative"
"ENSG00000169946","ZFPM2","23414","Human","InnateDB/RNAseq","Unknown",-2.68481005225412,0.685661500495057,-0.321765915928806,5.42835133722541e-09,0.0449883494728733,0.356717744102868,"Oncogene"
"ENSG00000170006","TMEM154","201799","Human","RNAseq","Unknown",1.01667596018509,0.987653780657163,0.755094014323169,0.00393153110037841,0.0338733866567878,0.0267093078967431,"Oncogene"
"ENSG00000170017","ALCAM","214","Human","RNAseq","Unknown",-1.83655865664682,1.12010497866813,-1.27609624000325,5.18371408516867e-06,0.00213220142697194,0.00053084865441103,"Oncogene/Replicative/DNA-damage"
"ENSG00000170153","RNF150","57484","Human","RNAseq","Unknown",-1.89341739303125,0.423361750794563,-0.00699758698661529,6.05923485988259e-06,0.241358518022124,0.986749057099694,"Oncogene"
